station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,gust_drct,gust_sknt,vis1_coeff,vis1_nd,vis2_coeff,vis2_nd,vis3_coeff,vis3_nd,ptype,precip,pres1,pres2,pres3
MAE,Madera,2023-02-02 20:00,56,39,4,96,108,7,0.165,D,M,M,M,M,NP,0.0,30.019,30.026,M
MAE,Madera,2023-02-02 21:00,58,42,6,111,121,8,0.131,D,M,M,M,M,NP,0.0,29.978,29.986,M
MAE,Madera,2023-02-02 22:00,61,41,7,117,127,7,0.11,D,M,M,M,M,NP,0.0,29.957,29.964,M
MAE,Madera,2023-02-02 23:00,62,35,9,135,129,10,0.092,D,M,M,M,M,NP,0.0,29.948,29.955,M
MAE,Madera,2023-02-03 00:00,61,39,6,124,126,6,0.084,D,M,M,M,M,NP,0.0,29.954,29.962,M
MAE,Madera,2023-02-03 01:00,59,37,3,233,245,3,0.083,D,M,M,M,M,NP,0.0,29.966,29.974,M
MAE,Madera,2023-02-03 02:00,54,40,1,225,214,1,0.094,N,M,M,M,M,NP,0.0,29.981,29.989,M
MAE,Madera,2023-02-03 03:00,51,42,3,122,123,3,0.11,N,M,M,M,M,NP,0.0,29.98,29.988,M
MAE,Madera,2023-02-03 04:00,51,40,5,93,84,6,0.118,N,M,M,M,M,NP,0.0,29.978,29.986,M
MAE,Madera,2023-02-03 05:00,50,40,5,112,113,5,0.103,N,M,M,M,M,NP,0.0,29.977,29.985,M
MAE,Madera,2023-02-03 06:00,46,37,2,45,52,2,0.112,N,M,M,M,M,NP,0.0,29.979,29.987,M
MAE,Madera,2023-02-03 07:00,47,39,4,101,102,5,0.09,N,M,M,M,M,NP,0.0,29.965,29.972,M
MAE,Madera,2023-02-03 08:00,50,36,8,116,116,9,0.05,N,M,M,M,M,NP,0.0,29.957,29.965,M
MAE,Madera,2023-02-03 09:00,49,37,7,115,113,8,0.056,N,M,M,M,M,NP,0.0,29.973,29.98,M
MAE,Madera,2023-02-03 10:00,50,35,8,99,99,9,0.05,N,M,M,M,M,NP,0.0,29.969,29.976,M
MAE,Madera,2023-02-03 11:00,49,36,7,95,96,7,0.05,N,M,M,M,M,NP,0.0,29.963,29.97,M
MAE,Madera,2023-02-03 12:00,50,35,9,90,91,10,0.05,N,M,M,M,M,NP,0.0,29.951,29.958,M
MAE,Madera,2023-02-03 13:00,49,36,6,95,97,6,0.05,N,M,M,M,M,NP,0.0,29.957,29.964,M
MAE,Madera,2023-02-03 14:00,52,35,10,111,110,11,0.05,N,M,M,M,M,NP,0.0,29.943,29.95,M
MAE,Madera,2023-02-03 15:00,49,36,5,122,121,6,0.05,N,M,M,M,M,NP,0.0,29.958,29.966,M
MAE,Madera,2023-02-03 16:00,50,36,7,116,116,8,0.05,D,M,M,M,M,NP,0.0,29.967,29.975,M
MAE,Madera,2023-02-03 17:00,53,37,5,98,109,6,0.052,D,M,M,M,M,NP,0.0,29.974,29.981,M
MAE,Madera,2023-02-03 18:00,55,39,5,127,126,6,0.075,D,M,M,M,M,NP,0.0,29.995,30.002,M
MAE,Madera,2023-02-03 19:00,56,42,4,93,88,5,0.073,D,M,M,M,M,NP,0.0,29.999,30.007,M
MAE,Madera,2023-02-03 20:00,59,39,6,98,91,7,0.062,D,M,M,M,M,NP,0.0,29.973,29.981,M
MAE,Madera,2023-02-03 21:00,60,39,6,93,103,8,0.062,D,M,M,M,M,NP,0.0,29.945,29.953,M
MAE,Madera,2023-02-03 22:00,65,38,2,80,84,3,0.062,D,M,M,M,M,NP,0.0,29.923,29.931,M
MAE,Madera,2023-02-03 23:00,67,39,2,87,108,2,0.05,D,M,M,M,M,NP,0.0,29.916,29.923,M
MAE,Madera,2023-02-04 00:00,67,34,2,53,19,3,0.05,D,M,M,M,M,NP,0.0,29.914,29.921,M
MAE,Madera,2023-02-04 01:00,64,39,3,322,320,3,0.05,D,M,M,M,M,NP,0.0,29.919,29.927,M
MAE,Madera,2023-02-04 02:00,58,44,6,292,291,8,0.109,N,M,M,M,M,NP,0.0,29.924,29.932,M
MAE,Madera,2023-02-04 03:00,51,43,6,282,279,6,0.107,N,M,M,M,M,NP,0.0,29.926,29.934,M
MAE,Madera,2023-02-04 04:00,50,43,4,291,284,5,0.141,N,M,M,M,M,NP,0.0,29.934,29.942,M
MAE,Madera,2023-02-04 05:00,45,41,3,308,305,3,0.183,N,M,M,M,M,NP,0.0,29.936,29.943,M
MAE,Madera,2023-02-04 06:00,43,40,4,277,276,4,0.248,N,M,M,M,M,NP,0.0,29.936,29.943,M
MAE,Madera,2023-02-04 07:00,43,40,3,247,249,3,0.351,N,M,M,M,M,NP,0.0,29.936,29.944,M
MAE,Madera,2023-02-04 08:00,41,38,1,268,271,1,0.687,N,M,M,M,M,NP,0.0,29.934,29.942,M
MAE,Madera,2023-02-04 09:00,42,39,1,58,47,2,0.754,N,M,M,M,M,NP,0.0,29.928,29.935,M
MAE,Madera,2023-02-04 10:00,41,38,2,49,51,2,0.715,N,M,M,M,M,NP,0.0,29.928,29.936,M
MAE,Madera,2023-02-04 11:00,40,37,2,80,79,2,0.454,N,M,M,M,M,NP,0.0,29.926,29.934,M
MAE,Madera,2023-02-04 12:00,41,37,2,81,86,3,0.121,N,M,M,M,M,NP,0.0,29.911,29.918,M
MAE,Madera,2023-02-04 13:00,35,33,5,246,248,5,0.355,N,M,M,M,M,NP,0.0,29.917,29.924,M
MAE,Madera,2023-02-04 14:00,35,34,1,107,109,1,22.55,N,M,M,M,M,NP,0.0,29.919,29.926,M
MAE,Madera,2023-02-04 15:00,36,34,3,84,86,3,1.588,D,M,M,M,M,NP,0.0,29.92,29.927,M
MAE,Madera,2023-02-04 16:00,40,38,2,111,120,3,0.247,D,M,M,M,M,NP,0.0,29.925,29.932,M
MAE,Madera,2023-02-04 17:00,48,40,4,130,127,4,0.116,D,M,M,M,M,NP,0.0,29.934,29.941,M
MAE,Madera,2023-02-04 18:00,52,41,6,163,161,8,0.124,D,M,M,M,M,NP,0.0,29.947,29.955,M
MAE,Madera,2023-02-04 19:00,58,42,9,101,101,10,0.131,D,M,M,M,M,NP,0.0,29.93,29.938,M
MAE,Madera,2023-02-04 20:00,60,41,10,154,158,12,0.121,D,M,M,M,M,NP,0.0,29.909,29.917,M
MAE,Madera,2023-02-04 21:00,63,43,11,138,127,12,0.13,D,M,M,M,M,NP,0.0,29.868,29.876,M
MAE,Madera,2023-02-04 22:00,65,42,11,137,134,13,0.11,D,M,M,M,M,NP,0.0,29.839,29.847,M
MAE,Madera,2023-02-04 23:00,65,41,13,152,150,15,0.103,D,M,M,M,M,NP,0.0,29.812,29.82,M
MAE,Madera,2023-02-05 00:00,64,41,11,148,142,12,0.093,D,M,M,M,M,?0,0.0,29.796,29.804,M
MAE,Madera,2023-02-05 01:00,63,43,11,152,146,12,0.121,D,M,M,M,M,?0,0.0,29.782,29.79,M
MAE,Madera,2023-02-05 02:00,61,43,9,155,154,10,0.128,N,M,M,M,M,?0,0.0,29.795,29.803,M
MAE,Madera,2023-02-05 08:00,56,51,7,95,93,8,0.178,N,M,M,M,M,?1,0.0,29.811,29.818,M
MAE,Madera,2023-02-05 09:00,54,52,3,314,315,5,0.345,N,M,M,M,M,R-,0.0,29.84,29.848,M
MAE,Madera,2023-02-05 10:00,53,51,5,336,335,6,0.056,N,M,M,M,M,NP,0.0,29.856,29.864,M
MAE,Madera,2023-02-05 11:00,50,47,3,317,319,4,0.08,N,M,M,M,M,NP,0.0,29.861,29.869,M
MAE,Madera,2023-02-05 12:00,50,45,8,294,294,9,0.061,N,M,M,M,M,?1,0.0,29.865,29.872,M
MAE,Madera,2023-02-05 13:00,47,42,7,270,286,7,0.073,N,M,M,M,M,NP,0.0,29.883,29.89,M
MAE,Madera,2023-02-05 14:00,47,43,2,346,345,3,0.075,N,M,M,M,M,NP,0.0,29.921,29.928,M
MAE,Madera,2023-02-05 15:00,49,44,8,285,294,12,0.074,N,M,M,M,M,NP,0.0,29.947,29.955,M
MAE,Madera,2023-02-05 16:00,50,46,8,271,273,10,0.074,D,M,M,M,M,?1,0.0,29.956,29.963,M
MAE,Madera,2023-02-05 17:00,54,45,9,270,270,11,0.065,D,M,M,M,M,?1,0.0,29.973,29.981,M
MAE,Madera,2023-02-05 18:00,57,45,10,241,241,14,0.063,D,M,M,M,M,?1,0.0,29.985,29.993,M
MAE,Madera,2023-02-05 19:00,56,44,8,257,243,11,0.056,D,M,M,M,M,?1,0.0,29.996,30.004,M
MAE,Madera,2023-02-06 08:00,42,40,1,32,35,2,0.166,N,M,M,M,M,NP,0.0,30.027,30.035,M
MAE,Madera,2023-02-06 09:00,41,39,4,305,308,5,0.828,N,M,M,M,M,NP,0.0,30.034,30.042,M
MAE,Madera,2023-02-06 10:00,38,37,4,268,265,4,0.148,N,M,M,M,M,NP,0.0,30.045,30.053,M
MAE,Madera,2023-02-06 11:00,39,38,1,299,297,1,1.232,N,M,M,M,M,NP,0.0,30.047,30.055,M
MAE,Madera,2023-02-06 12:00,37,36,4,295,298,5,0.133,N,M,M,M,M,NP,0.0,30.056,30.063,M
MAE,Madera,2023-02-06 13:00,37,36,0,160,140,1,0.437,N,M,M,M,M,NP,0.0,30.065,30.073,M
MAE,Madera,2023-02-06 14:00,36,35,3,253,253,3,1.273,N,M,M,M,M,NP,0.0,30.08,30.087,M
MAE,Madera,2023-02-06 15:00,39,38,2,247,251,3,0.31,N,M,M,M,M,NP,0.0,30.102,30.109,M
MAE,Madera,2023-02-06 16:00,41,40,2,338,342,3,0.475,D,M,M,M,M,NP,0.0,30.115,30.123,M
MAE,Madera,2023-02-06 17:00,42,41,2,354,5,4,0.83,D,M,M,M,M,NP,0.0,30.129,30.137,M
MAE,Madera,2023-02-06 18:00,44,41,2,9,31,3,0.107,D,M,M,M,M,NP,0.0,30.15,30.158,M
MAE,Madera,2023-02-06 19:00,43,40,6,75,73,7,0.173,D,M,M,M,M,NP,0.0,30.157,30.166,M
MAE,Madera,2023-02-06 20:00,45,41,5,84,77,8,0.104,D,M,M,M,M,NP,0.0,30.136,30.144,M
MAE,Madera,2023-02-06 21:00,47,40,2,31,33,4,0.076,D,M,M,M,M,NP,0.0,30.11,30.118,M
MAE,Madera,2023-02-06 22:00,49,40,3,30,16,4,0.077,D,M,M,M,M,NP,0.0,30.096,30.104,M
MAE,Madera,2023-02-06 23:00,50,42,7,115,119,9,0.113,D,M,M,M,M,NP,0.0,30.088,30.096,M
MAE,Madera,2023-02-07 00:00,50,41,7,108,111,8,0.103,D,M,M,M,M,NP,0.0,30.079,30.086,M
MAE,Madera,2023-02-07 01:00,50,42,5,85,85,6,0.11,D,M,M,M,M,NP,0.0,30.073,30.081,M
MAE,Madera,2023-02-07 02:00,48,41,2,120,123,3,0.122,N,M,M,M,M,NP,0.0,30.071,30.079,M
MAE,Madera,2023-02-07 03:00,44,39,1,52,30,2,0.199,N,M,M,M,M,NP,0.0,30.074,30.082,M
MAE,Madera,2023-02-07 04:00,44,40,3,51,51,4,0.262,N,M,M,M,M,NP,0.0,30.081,30.088,M
MAE,Madera,2023-02-07 05:00,45,41,5,75,71,5,0.282,N,M,M,M,M,NP,0.0,30.08,30.088,M
MAE,Madera,2023-02-07 06:00,43,40,1,134,164,1,0.251,N,M,M,M,M,NP,0.0,30.075,30.083,M
MAE,Madera,2023-02-07 07:00,41,38,1,177,191,1,0.509,N,M,M,M,M,NP,0.0,30.084,30.092,M
MAE,Madera,2023-02-07 08:00,41,38,3,124,125,3,0.555,N,M,M,M,M,NP,0.0,30.081,30.088,M
MAE,Madera,2023-02-07 09:00,41,38,4,88,89,5,0.464,N,M,M,M,M,NP,0.0,30.074,30.082,M
MAE,Madera,2023-02-07 10:00,37,36,2,19,32,2,0.777,N,M,M,M,M,NP,0.0,30.077,30.085,M
MAE,Madera,2023-02-07 11:00,38,36,2,101,91,2,0.974,N,M,M,M,M,NP,0.0,30.068,30.076,M
MAE,Madera,2023-02-07 12:00,37,35,3,101,100,3,0.749,N,M,M,M,M,NP,0.0,30.065,30.072,M
MAE,Madera,2023-02-07 13:00,37,36,4,84,85,4,0.842,N,M,M,M,M,NP,0.0,30.076,30.083,M
MAE,Madera,2023-02-07 14:00,37,35,4,75,77,5,0.28,N,M,M,M,M,NP,0.0,30.09,30.096,M
MAE,Madera,2023-02-07 15:00,37,34,4,75,68,5,0.099,D,M,M,M,M,NP,0.0,30.109,30.116,M
MAE,Madera,2023-02-07 16:00,42,39,3,75,70,3,0.143,D,M,M,M,M,NP,0.0,30.121,30.128,M
MAE,Madera,2023-02-07 17:00,47,41,4,105,116,5,0.085,D,M,M,M,M,NP,0.0,30.127,30.135,M
MAE,Madera,2023-02-07 18:00,51,42,4,122,120,4,0.083,D,M,M,M,M,NP,0.0,30.128,30.136,M
MAE,Madera,2023-02-07 19:00,54,43,5,179,179,6,0.077,D,M,M,M,M,NP,0.0,30.125,30.133,M
MAE,Madera,2023-02-07 20:00,56,41,1,299,233,2,0.071,D,M,M,M,M,NP,0.0,30.108,30.116,M
MAE,Madera,2023-02-07 21:00,58,41,3,48,37,4,0.073,D,M,M,M,M,NP,0.0,30.08,30.089,M
MAE,Madera,2023-02-07 22:00,58,41,3,10,5,4,0.061,D,M,M,M,M,NP,0.0,30.057,30.066,M
MAE,Madera,2023-02-07 23:00,58,39,1,192,201,2,0.058,D,M,M,M,M,NP,0.0,30.046,30.054,M
MAE,Madera,2023-02-08 00:00,58,42,3,328,331,4,0.064,D,M,M,M,M,NP,0.0,30.041,30.049,M
MAE,Madera,2023-02-08 01:00,56,41,2,250,248,2,0.068,D,M,M,M,M,NP,0.0,30.025,30.033,M
MAE,Madera,2023-02-08 02:00,53,42,2,285,287,2,0.086,N,M,M,M,M,NP,0.0,30.032,30.04,M
MAE,Madera,2023-02-08 03:00,48,42,2,271,270,3,0.084,N,M,M,M,M,NP,0.0,30.044,30.052,M
MAE,Madera,2023-02-08 04:00,46,41,2,275,277,2,0.12,N,M,M,M,M,NP,0.0,30.057,30.064,M
MAE,Madera,2023-02-08 05:00,45,41,1,12,8,2,0.15,N,M,M,M,M,NP,0.0,30.067,30.075,M
MAE,Madera,2023-02-08 06:00,42,39,1,28,28,1,0.206,N,M,M,M,M,NP,0.0,30.069,30.077,M
MAE,Madera,2023-02-08 07:00,41,38,1,22,21,2,0.274,N,M,M,M,M,NP,0.0,30.073,30.081,M
MAE,Madera,2023-02-08 08:00,39,37,2,264,263,2,0.388,N,M,M,M,M,NP,0.0,30.078,30.086,M
MAE,Madera,2023-02-08 09:00,40,38,1,147,147,1,0.396,N,M,M,M,M,NP,0.0,30.065,30.073,M
MAE,Madera,2023-02-08 10:00,39,37,2,118,123,2,0.889,N,M,M,M,M,NP,0.0,30.073,30.08,M
MAE,Madera,2023-02-08 11:00,38,36,2,151,154,2,1.065,N,M,M,M,M,NP,0.0,30.067,30.074,M
MAE,Madera,2023-02-08 12:00,38,36,1,124,126,2,5.59,N,M,M,M,M,NP,0.0,30.068,30.075,M
MAE,Madera,2023-02-08 13:00,36,35,1,56,39,1,0.465,N,M,M,M,M,NP,0.0,30.077,30.084,M
MAE,Madera,2023-02-08 14:00,36,34,2,82,84,3,0.546,N,M,M,M,M,NP,0.0,30.08,30.087,M
MAE,Madera,2023-02-08 15:00,36,34,2,74,73,3,0.374,D,M,M,M,M,NP,0.0,30.095,30.102,M
MAE,Madera,2023-02-08 16:00,39,38,1,348,348,1,0.567,D,M,M,M,M,NP,0.0,30.117,30.125,M
MAE,Madera,2023-02-08 17:00,47,42,3,103,98,3,0.25,D,M,M,M,M,?1,0.0,30.136,30.143,M
MAE,Madera,2023-02-08 18:00,M,M,M,M,M,M,M,M,M,M,M,M,M ,M,30.132,30.14,M
MAE,Madera,2023-02-08 19:00,M,M,M,M,M,M,M,M,M,M,M,M,M ,M,30.126,30.134,M
MAE,Madera,2023-02-08 20:00,M,M,M,M,M,M,M,M,M,M,M,M,M ,M,30.103,30.111,M
MAE,Madera,2023-02-08 21:00,M,M,M,M,M,M,M,M,M,M,M,M,M ,M,30.076,30.084,M
MAE,Madera,2023-02-08 22:00,61,45,1,100,51,1,0.184,D,M,M,M,M,NP,0.0,30.057,30.066,M
MAE,Madera,2023-02-08 23:00,61,44,1,276,219,2,0.153,D,M,M,M,M,NP,0.0,30.051,30.059,M
MAE,Madera,2023-02-09 00:00,62,44,1,219,194,1,0.145,D,M,M,M,M,NP,0.0,30.042,30.05,M
MAE,Madera,2023-02-09 01:00,61,42,2,318,325,2,0.127,D,M,M,M,M,NP,0.0,30.028,30.036,M
MAE,Madera,2023-02-09 02:00,54,43,3,335,331,4,0.125,N,M,M,M,M,NP,0.0,30.032,30.04,M
MAE,Madera,2023-02-09 03:00,50,43,1,24,30,1,0.159,N,M,M,M,M,NP,0.0,30.046,30.054,M
MAE,Madera,2023-02-09 04:00,48,42,2,108,110,2,0.217,N,M,M,M,M,NP,0.0,30.053,30.061,M
MAE,Madera,2023-02-09 05:00,48,43,4,115,115,4,0.396,N,M,M,M,M,NP,0.0,30.059,30.067,M
MAE,Madera,2023-02-09 06:00,47,43,3,97,98,3,0.339,N,M,M,M,M,NP,0.0,30.055,30.063,M
MAE,Madera,2023-02-09 07:00,45,42,3,69,70,4,0.384,N,M,M,M,M,NP,0.0,30.061,30.069,M
MAE,Madera,2023-02-09 08:00,43,41,2,105,101,2,0.586,N,M,M,M,M,NP,0.0,30.062,30.07,M
MAE,Madera,2023-02-09 09:00,44,41,3,84,87,3,0.399,N,M,M,M,M,NP,0.0,30.059,30.066,M
MAE,Madera,2023-02-09 10:00,42,39,1,73,74,2,0.576,N,M,M,M,M,NP,0.0,30.05,30.058,M
MAE,Madera,2023-02-09 11:00,41,39,3,62,65,3,0.355,N,M,M,M,M,NP,0.0,30.041,30.048,M
MAE,Madera,2023-02-09 12:00,43,39,3,72,73,4,0.235,N,M,M,M,M,NP,0.0,30.032,30.039,M
MAE,Madera,2023-02-09 13:00,39,37,4,113,114,4,0.268,N,M,M,M,M,NP,0.0,30.023,30.03,M
MAE,Madera,2023-02-09 14:00,39,37,3,112,113,3,0.351,N,M,M,M,M,NP,0.0,30.027,30.034,M
MAE,Madera,2023-02-09 15:00,40,38,4,98,98,4,0.368,D,M,M,M,M,NP,0.0,30.033,30.041,M
MAE,Madera,2023-02-09 16:00,44,41,4,99,101,5,0.246,D,M,M,M,M,NP,0.0,30.046,30.053,M
MAE,Madera,2023-02-09 17:00,50,45,5,129,134,7,0.297,D,M,M,M,M,NP,0.0,30.054,30.062,M
MAE,Madera,2023-02-09 18:00,54,45,3,93,109,5,0.204,D,M,M,M,M,NP,0.0,30.053,30.061,M
MAE,Madera,2023-02-09 19:00,59,46,2,89,70,3,0.18,D,M,M,M,M,NP,0.0,30.046,30.055,M
MAE,Madera,2023-02-09 20:00,M,M,2,94,126,4,0.194,D,M,M,M,M,NP,0.0,30.027,30.035,M
MAE,Madera,2023-02-09 21:00,63,45,3,75,74,4,M,M,M,M,M,M,M ,0.0,30.002,30.01,M
MAE,Madera,2023-02-09 22:00,65,44,2,119,168,2,0.153,D,M,M,M,M,NP,0.0,29.983,29.992,M
MAE,Madera,2023-02-09 23:00,66,46,3,356,353,4,0.157,D,M,M,M,M,NP,0.0,29.977,29.985,M
MAE,Madera,2023-02-10 00:00,65,43,2,269,257,2,0.116,D,M,M,M,M,NP,0.0,29.97,29.978,M
MAE,Madera,2023-02-10 01:00,66,42,1,49,70,1,0.125,D,M,M,M,M,NP,0.0,29.968,29.976,M
MAE,Madera,2023-02-10 02:00,58,46,3,270,269,3,0.176,N,M,M,M,M,NP,0.0,29.975,29.983,M
MAE,Madera,2023-02-10 03:00,55,45,4,13,10,4,0.22,N,M,M,M,M,NP,0.0,29.974,29.982,M
MAE,Madera,2023-02-10 04:00,53,45,4,356,358,4,0.176,N,M,M,M,M,NP,0.0,29.981,29.989,M
MAE,Madera,2023-02-10 05:00,50,44,2,37,38,2,0.222,N,M,M,M,M,NP,0.0,29.986,29.994,M
MAE,Madera,2023-02-10 06:00,50,45,2,80,79,2,0.314,N,M,M,M,M,NP,0.0,29.996,30.004,M
MAE,Madera,2023-02-10 07:00,48,44,3,89,88,4,0.32,N,M,M,M,M,NP,0.0,29.997,30.004,M
MAE,Madera,2023-02-10 08:00,45,43,1,80,81,2,0.491,N,M,M,M,M,NP,0.0,29.988,29.996,M
MAE,Madera,2023-02-10 09:00,42,40,3,181,178,3,0.717,N,M,M,M,M,NP,0.0,29.981,29.989,M
MAE,Madera,2023-02-10 10:00,42,40,2,101,98,2,0.67,N,M,M,M,M,NP,0.0,29.978,29.985,M
MAE,Madera,2023-02-10 11:00,42,40,4,95,94,5,0.443,N,M,M,M,M,NP,0.0,29.957,29.964,M
MAE,Madera,2023-02-10 12:00,43,41,4,93,93,4,0.245,N,M,M,M,M,NP,0.0,29.939,29.946,M
MAE,Madera,2023-02-10 13:00,41,39,3,127,129,3,0.318,N,M,M,M,M,NP,0.0,29.939,29.946,M
MAE,Madera,2023-02-10 14:00,39,37,6,121,121,6,0.246,N,M,M,M,M,NP,0.0,29.923,29.931,M
MAE,Madera,2023-02-10 15:00,41,39,5,107,108,5,0.22,D,M,M,M,M,NP,0.0,29.921,29.929,M
MAE,Madera,2023-02-10 16:00,46,44,5,119,121,6,0.451,D,M,M,M,M,NP,0.0,29.921,29.929,M
MAE,Madera,2023-02-10 17:00,51,45,3,106,98,3,0.424,D,M,M,M,M,NP,0.0,29.925,29.932,M
MAE,Madera,2023-02-10 18:00,56,48,4,129,130,5,0.356,D,M,M,M,M,NP,0.0,29.912,29.92,M
MAE,Madera,2023-02-10 19:00,60,48,4,114,116,4,0.314,D,M,M,M,M,NP,0.0,29.892,29.9,M
MAE,Madera,2023-02-10 20:00,65,46,7,153,147,9,M,M,M,M,M,M,S+,0.0,29.851,29.859,M
MAE,Madera,2023-02-10 21:00,66,45,6,157,157,7,M,M,M,M,M,M,S+,0.0,29.821,29.829,M
MAE,Madera,2023-02-10 22:00,67,46,5,164,183,5,0.191,D,M,M,M,M,S+,0.0,29.791,29.799,M
MAE,Madera,2023-02-10 23:00,68,46,3,158,157,3,0.165,D,M,M,M,M,NP,0.0,29.771,29.779,M
MAE,Madera,2023-02-11 00:00,65,48,8,307,307,11,0.271,D,M,M,M,M,NP,0.0,29.761,29.77,M
MAE,Madera,2023-02-11 01:00,61,50,9,318,325,10,0.317,D,M,M,M,M,NP,0.0,29.764,29.772,M
MAE,Madera,2023-02-11 02:00,58,48,6,299,299,10,0.318,N,M,M,M,M,NP,0.0,29.764,29.772,M
MAE,Madera,2023-02-11 03:00,56,46,13,322,317,15,0.127,N,M,M,M,M,NP,0.0,29.777,29.785,M
MAE,Madera,2023-02-11 04:00,54,42,11,319,323,13,0.05,N,M,M,M,M,NP,0.0,29.785,29.793,M
MAE,Madera,2023-02-11 05:00,53,42,14,310,304,17,0.05,N,M,M,M,M,NP,0.0,29.805,29.813,M
MAE,Madera,2023-02-11 06:00,52,41,11,318,317,14,0.05,N,M,M,M,M,NP,0.0,29.811,29.819,M
MAE,Madera,2023-02-11 07:00,50,40,9,321,323,11,0.05,N,M,M,M,M,NP,0.0,29.806,29.814,M
MAE,Madera,2023-02-11 08:00,50,39,13,316,313,14,0.053,N,M,M,M,M,NP,0.0,29.804,29.812,M
MAE,Madera,2023-02-11 09:00,49,39,11,325,331,12,0.05,N,M,M,M,M,NP,0.0,29.792,29.8,M
MAE,Madera,2023-02-11 10:00,48,38,6,303,293,7,0.05,N,M,M,M,M,NP,0.0,29.792,29.8,M
MAE,Madera,2023-02-11 11:00,43,37,7,282,281,8,0.066,N,M,M,M,M,NP,0.0,29.775,29.782,M
MAE,Madera,2023-02-11 12:00,40,35,5,278,278,6,0.064,N,M,M,M,M,NP,0.0,29.759,29.767,M
MAE,Madera,2023-02-11 13:00,40,35,7,276,278,9,0.069,N,M,M,M,M,NP,0.0,29.742,29.749,M
MAE,Madera,2023-02-11 14:00,40,35,4,260,265,4,0.077,N,M,M,M,M,NP,0.0,29.729,29.736,M
MAE,Madera,2023-02-11 15:00,38,35,3,248,252,3,0.073,D,M,M,M,M,NP,0.0,29.717,29.724,M
MAE,Madera,2023-02-11 16:00,43,38,3,108,111,3,0.078,D,M,M,M,M,NP,0.0,29.718,29.726,M
MAE,Madera,2023-02-11 17:00,47,38,3,65,72,3,0.07,D,M,M,M,M,NP,0.0,29.707,29.715,M
MAE,Madera,2023-02-11 18:00,51,38,6,31,33,6,0.05,D,M,M,M,M,NP,0.0,29.691,29.7,M
MAE,Madera,2023-02-11 19:00,53,40,M,M,M,M,0.05,D,M,M,M,M,NP,0.0,29.678,29.686,M
MAE,Madera,2023-02-11 20:00,54,37,2,47,80,3,0.05,D,M,M,M,M,NP,0.0,29.648,29.656,M
MAE,Madera,2023-02-11 21:00,54,38,5,227,225,6,0.05,D,M,M,M,M,NP,0.0,29.621,29.629,M
MAE,Madera,2023-02-11 22:00,56,39,3,300,299,5,0.05,D,M,M,M,M,NP,0.0,29.606,29.615,M
MAE,Madera,2023-02-11 23:00,57,36,4,241,230,5,0.05,D,M,M,M,M,NP,0.0,29.597,29.605,M
MAE,Madera,2023-02-12 00:00,57,35,7,328,318,7,0.05,D,M,M,M,M,NP,0.0,29.601,29.61,M
MAE,Madera,2023-02-12 01:00,54,41,8,24,34,10,0.05,D,M,M,M,M,NP,0.0,29.614,29.622,M
MAE,Madera,2023-02-12 02:00,51,41,4,350,349,4,0.056,N,M,M,M,M,NP,0.0,29.63,29.639,M
MAE,Madera,2023-02-12 03:00,48,41,5,339,339,5,0.05,N,M,M,M,M,NP,0.0,29.636,29.644,M
MAE,Madera,2023-02-12 04:00,48,40,4,300,299,5,0.05,N,M,M,M,M,NP,0.0,29.648,29.657,M
MAE,Madera,2023-02-12 05:00,45,39,4,285,278,5,0.065,N,M,M,M,M,NP,0.0,29.655,29.663,M
MAE,Madera,2023-02-12 06:00,44,39,4,265,267,5,0.054,N,M,M,M,M,NP,0.0,29.662,29.67,M
MAE,Madera,2023-02-12 07:00,44,40,4,237,238,4,0.065,N,M,M,M,M,NP,0.0,29.684,29.692,M
MAE,Madera,2023-02-12 08:00,42,38,4,230,227,4,0.055,N,M,M,M,M,NP,0.0,29.683,29.691,M
MAE,Madera,2023-02-12 09:00,40,37,2,203,195,2,0.08,N,M,M,M,M,NP,0.0,29.691,29.698,M
MAE,Madera,2023-02-12 10:00,42,38,1,66,88,1,0.069,N,M,M,M,M,NP,0.0,29.704,29.711,M
MAE,Madera,2023-02-12 11:00,38,36,3,28,25,3,0.099,N,M,M,M,M,NP,0.0,29.695,29.703,M
MAE,Madera,2023-02-12 12:00,37,35,1,285,273,2,0.146,N,M,M,M,M,NP,0.0,29.69,29.697,M
MAE,Madera,2023-02-12 13:00,36,34,3,307,304,4,0.162,N,M,M,M,M,NP,0.0,29.689,29.696,M
MAE,Madera,2023-02-12 14:00,36,33,4,348,338,4,0.133,N,M,M,M,M,NP,0.0,29.683,29.691,M
MAE,Madera,2023-02-12 15:00,34,33,0,35,44,1,0.169,D,M,M,M,M,NP,0.0,29.7,29.707,M
MAE,Madera,2023-02-12 16:00,39,37,3,221,221,3,0.208,D,M,M,M,M,NP,0.0,29.719,29.727,M
MAE,Madera,2023-02-12 17:00,44,40,2,258,261,3,0.071,D,M,M,M,M,NP,0.0,29.723,29.731,M
MAE,Madera,2023-02-12 18:00,49,40,2,128,107,3,0.057,D,M,M,M,M,NP,0.0,29.722,29.73,M
MAE,Madera,2023-02-12 19:00,53,41,6,323,326,7,0.057,D,M,M,M,M,NP,0.0,29.713,29.721,M
MAE,Madera,2023-02-12 20:00,53,40,3,155,166,5,0.061,D,M,M,M,M,NP,0.0,29.698,29.706,M
