dataid,localminute,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
2318,2019-06-24 16:05:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.009,,,,1.179,0.002,0.004,0.041,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.513,,-0.001,,121.877,121.806
2318,2019-06-24 16:04:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.009,,,,1.18,0.002,0.004,0.042,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.512,,-0.001,,121.884,121.812
2318,2019-06-24 16:03:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.009,,,,1.09,0.002,0.004,0.041,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.511,,-0.001,,122.147,121.979
2318,2019-06-24 16:02:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.009,,,,1.071,0.002,0.004,0.041,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.51,,-0.001,,122.001,121.815
2318,2019-06-24 16:01:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.009,,,,1.073,0.002,0.004,0.044,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.509,,-0.001,,121.894,121.707
558,2019-06-24 16:32:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.098,0.005,,,,0.656,,,,,,,0.012,,0.003,0.018,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.562,119.678
558,2019-06-24 16:31:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.118,0.005,,,,0.634,,,,,,,0.012,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.653,119.802
558,2019-06-24 16:30:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.111,0.005,,,,0.634,,,,,,,0.021,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.76,119.925
558,2019-06-24 16:29:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.111,0.005,,,,0.626,,,,,,,0.012,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.847,120.03
558,2019-06-24 16:28:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.117,0.005,,,,0.629,,,,,,,0.012,,0.003,0.001,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.807,119.947
558,2019-06-24 16:27:00-05,0.0,,,,,,,,,,,,,,,,0.001,,,,,,0.0,,0.211,0.005,,,,0.837,,,,,,,0.012,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.746,119.868
558,2019-06-24 16:26:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.001,,0.299,0.005,,,,0.929,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.859,119.953
558,2019-06-24 16:25:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.001,,0.162,0.005,,,,0.793,,,,,,,0.012,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.674,119.82
558,2019-06-24 16:24:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.192,0.005,,,,0.824,,,,,,,0.012,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.624,119.739
558,2019-06-24 16:23:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.001,,0.201,0.005,,,,0.766,,,,,,,0.012,,0.003,0.001,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.671,119.761
558,2019-06-24 16:22:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.001,,0.155,0.005,,,,0.657,,,,,,,0.012,,0.003,0.001,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.814,119.896
558,2019-06-24 16:21:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.08,0.005,,,,0.606,,,,,,,0.034,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.766,119.863
558,2019-06-24 16:20:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.081,0.005,,,,0.584,,,,,,,0.012,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.585,119.682
558,2019-06-24 16:19:00-05,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.0,,0.081,0.046,,,,0.621,,,,,,,0.012,,0.003,0.002,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.612,119.719
558,2019-06-24 16:18:00-05,0.744,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.082,0.482,,,,1.771,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.514,119.346
558,2019-06-24 16:17:00-05,2.228,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.083,0.478,,,,3.221,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.587,119.438
558,2019-06-24 16:16:00-05,2.226,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.083,0.478,,,,3.222,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.63,119.466
558,2019-06-24 16:15:00-05,2.227,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.084,0.478,,,,3.223,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.518,119.34
558,2019-06-24 16:14:00-05,2.227,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.085,0.477,,,,3.225,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.426,119.233
558,2019-06-24 16:13:00-05,2.227,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.086,0.478,,,,3.226,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.369,119.175
558,2019-06-24 16:12:00-05,2.229,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.088,0.478,,,,3.229,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.467,119.296
558,2019-06-24 16:11:00-05,2.231,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.089,0.478,,,,3.232,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.376,119.185
558,2019-06-24 16:10:00-05,2.228,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.091,0.478,,,,3.231,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.546,119.396
558,2019-06-24 16:09:00-05,2.233,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.093,0.478,,,,3.237,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.569,119.42
558,2019-06-24 16:08:00-05,2.225,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.094,0.478,,,,3.232,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.681,119.542
558,2019-06-24 16:07:00-05,2.23,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.152,0.479,,,,3.305,,,,,,,0.019,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.881,119.731
558,2019-06-24 16:06:00-05,2.233,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.229,0.478,,,,3.372,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.897,119.717
558,2019-06-24 16:05:00-05,2.233,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.377,0.478,,,,4.113,,,,,,,0.739,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.874,119.348
558,2019-06-24 16:04:00-05,2.233,,,,,,,,,,,,,,,,0.001,,,,,,0.0,,0.184,0.49,,,,5.057,,,,,,,1.861,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,120.012,119.114
558,2019-06-24 16:03:00-05,2.235,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.111,0.478,,,,4.191,,,,,,,1.078,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,119.969,119.413
558,2019-06-24 16:02:00-05,2.246,,,,,,,,,,,,,,,,0.001,,,,,,0.001,,0.111,0.48,,,,3.221,,,,,,,0.012,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.81,119.704
558,2019-06-24 16:01:00-05,2.234,,,,,,,,,,,,,,,,0.0,,,,,,0.002,,0.112,0.479,,,,3.367,,,,,,,0.013,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.561,119.495
558,2019-06-24 16:00:00-05,2.232,,,,,,,,,,,,,,,,0.0,,,,,,0.001,,0.113,0.477,,,,4.327,,,,,,,0.913,,0.002,0.001,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,119.598,119.176
3488,2019-06-24 16:47:00-05,0.0,,,,,-0.001,,,,,,,,,,,0.0,,,,,,-0.003,,,0.232,,,,1.788,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.086,,,,,0.556,,,,,0.417,-0.004,,,,121.027,122.489
3488,2019-06-24 16:46:00-05,0.0,,,,,-0.001,,,,,,,,,,,0.0,,,,,,-0.003,,,0.231,,,,1.907,,,,,,,,,0.001,0.006,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.563,,,,,0.533,-0.005,,,,120.902,122.504
3488,2019-06-24 16:45:00-05,0.0,,,,,-0.001,,,,,,,,,,,0.0,,,,,,-0.002,,,0.232,,,,1.494,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.086,,,,,0.569,,,,,0.183,-0.004,,,,121.209,122.386
3488,2019-06-24 16:44:00-05,0.0,,,,,-0.001,,,,,,,,,,,0.001,,,,,,-0.002,,,0.232,,,,1.433,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.57,,,,,0.171,-0.004,,,,121.297,122.407
3488,2019-06-24 16:43:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.002,,,0.232,,,,1.436,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.57,,,,,0.169,-0.004,,,,121.204,122.353
3488,2019-06-24 16:42:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.002,,,0.231,,,,1.742,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.087,,,,,0.568,,,,,0.169,-0.003,,,,121.266,122.123
3488,2019-06-24 16:41:00-05,-0.001,,,,,-0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,2.202,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.087,,,,,0.562,,,,,0.169,-0.002,,,,121.288,121.72
3488,2019-06-24 16:40:00-05,-0.001,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.926,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.086,,,,,0.548,,,,,0.171,-0.001,,,,121.884,121.824
3488,2019-06-24 16:39:00-05,0.0,,,,,0.0,,,,,,,,,,,0.001,,,,,,0.0,,,0.236,,,,0.16,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.535,,,,,0.172,0.0,,,,122.318,122.036
3488,2019-06-24 16:38:00-05,-0.001,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.235,,,,0.575,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.525,,,,,0.173,0.001,,,,122.465,121.734
3488,2019-06-24 16:37:00-05,-0.002,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.232,,,,1.524,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.516,,,,,0.171,0.0,,,,122.008,121.615
3488,2019-06-24 16:36:00-05,-0.001,,,,,-0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.231,,,,2.071,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.507,,,,,0.169,-0.003,,,,121.345,121.878
3488,2019-06-24 16:35:00-05,0.0,,,,,-0.001,,,,,,,,,,,0.0,,,,,,-0.002,,,0.232,,,,1.63,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,0.499,,,,,0.169,-0.004,,,,121.201,122.411
3488,2019-06-24 16:34:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.234,,,,0.965,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.082,,,,,0.49,,,,,0.171,-0.002,,,,121.735,122.234
3488,2019-06-24 16:33:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.002,,,0.233,,,,1.243,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.48,,,,,0.17,-0.003,,,,121.541,122.337
3488,2019-06-24 16:32:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.003,,,0.232,,,,1.603,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.47,,,,,0.169,-0.004,,,,121.236,122.425
3488,2019-06-24 16:31:00-05,0.0,,,,,-0.001,,,,,,,,,,,0.001,,,,,,-0.002,,,0.232,,,,1.619,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.461,,,,,0.169,-0.004,,,,121.203,122.442
3488,2019-06-24 16:30:00-05,0.0,,,,,-0.001,,,,,,,,,,,0.001,,,,,,-0.003,,,0.232,,,,1.539,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.082,,,,,0.454,,,,,0.169,-0.004,,,,121.071,122.572
3488,2019-06-24 16:29:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.002,,,0.231,,,,1.425,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.448,,,,,0.142,-0.004,,,,120.987,122.516
3488,2019-06-24 16:28:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.234,,,,0.495,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.44,,,,,0.145,-0.001,,,,121.865,122.289
3488,2019-06-24 16:27:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.233,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.43,,,,,0.159,0.0,,,,122.023,122.09
3488,2019-06-24 16:26:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.249,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.418,,,,,0.165,0.0,,,,121.94,121.993
3488,2019-06-24 16:25:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.255,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.411,,,,,0.165,0.0,,,,121.818,121.961
3488,2019-06-24 16:24:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.252,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.413,,,,,0.165,-0.001,,,,121.763,121.902
3488,2019-06-24 16:23:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.245,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.083,,,,,0.419,,,,,0.165,-0.001,,,,121.694,121.735
3488,2019-06-24 16:22:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.232,,,,0.234,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.083,,,,,0.43,,,,,0.164,-0.001,,,,121.632,121.675
3488,2019-06-24 16:21:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.232,,,,0.219,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.082,,,,,0.444,,,,,0.165,-0.001,,,,121.668,121.636
3488,2019-06-24 16:20:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,0.204,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.08,,,,,0.46,,,,,0.163,0.004,,,,121.156,121.422
3488,2019-06-24 16:19:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.229,,,,0.204,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.072,,,,,0.476,,,,,0.163,0.029,,,,121.029,121.24
3488,2019-06-24 16:18:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.229,,,,0.173,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.057,,,,,0.492,,,,,0.163,0.029,,,,121.061,121.235
3488,2019-06-24 16:17:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.229,,,,0.128,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.029,,,,,0.509,,,,,0.163,0.029,,,,121.088,121.27
3488,2019-06-24 16:16:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,0.096,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.008,,,,,0.526,,,,,0.163,0.029,,,,121.209,121.414
3488,2019-06-24 16:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,0.044,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.544,,,,,0.163,0.029,,,,121.239,121.398
3488,2019-06-24 16:14:00-05,0.0,,,,,0.0,,,,,,,,,,,0.001,,,,,,0.0,,,0.235,,,,-0.054,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.563,,,,,0.165,0.03,,,,122.064,121.839
3488,2019-06-24 16:13:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,-0.072,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.581,,,,,0.165,0.03,,,,122.022,121.813
3488,2019-06-24 16:12:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,-0.084,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.594,,,,,0.165,0.03,,,,122.039,121.845
3488,2019-06-24 16:11:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,-0.092,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.602,,,,,0.165,0.03,,,,122.036,121.814
3488,2019-06-24 16:10:00-05,0.0,,,,,0.0,,,,,,,,,,,0.001,,,,,,0.0,,,0.235,,,,-0.096,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.606,,,,,0.165,0.03,,,,122.102,121.919
3488,2019-06-24 16:09:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,-0.096,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.606,,,,,0.165,0.03,,,,122.124,121.854
3488,2019-06-24 16:08:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,-0.095,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.604,,,,,0.164,0.03,,,,122.041,121.761
3488,2019-06-24 16:07:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,-0.089,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.598,,,,,0.164,0.03,,,,121.989,121.798
3488,2019-06-24 16:06:00-05,0.0,,,,,0.0,,,,,,,,,,,0.001,,,,,,0.0,,,0.233,,,,-0.083,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.591,,,,,0.164,0.03,,,,121.863,121.644
3488,2019-06-24 16:05:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,-0.078,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.584,,,,,0.164,0.03,,,,121.764,121.596
3488,2019-06-24 16:04:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.232,,,,-0.077,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.582,,,,,0.163,0.03,,,,121.653,121.46
3488,2019-06-24 16:03:00-05,0.0,,,,,0.0,,,,,,,,,,,0.001,,,,,,0.0,,,0.233,,,,-0.069,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.575,,,,,0.163,0.03,,,,121.742,121.528
3488,2019-06-24 16:02:00-05,0.0,,,,,0.0,,,,,,,,,,,0.001,,,,,,0.0,,,0.231,,,,-0.074,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.578,,,,,0.163,0.03,,,,121.476,121.189
3488,2019-06-24 16:01:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.231,,,,-0.043,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.583,,,,,0.162,0.067,,,,121.357,121.172
3488,2019-06-24 16:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,0.411,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.592,,,,,0.162,0.532,,,,121.272,121.075
4550,2019-06-24 16:59:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.623,119.699
4550,2019-06-24 16:58:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.019,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.456,119.539
4550,2019-06-24 16:57:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.019,,,,0.102,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.23,119.333
4550,2019-06-24 16:56:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.019,,,,0.102,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.342,119.444
4550,2019-06-24 16:55:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.019,,,,0.102,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.481,119.573
4550,2019-06-24 16:54:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.688,119.768
4550,2019-06-24 16:53:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.833,119.914
4550,2019-06-24 16:52:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,120.273,120.342
4550,2019-06-24 16:51:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,120.059,120.13
4550,2019-06-24 16:50:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.824,119.939
4550,2019-06-24 16:49:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,119.691,119.755
4550,2019-06-24 16:48:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,120.071,120.137
4550,2019-06-24 16:47:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.103,0.003,,,,,0.002,,,0.004,0.0,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,120.093,120.169
4550,2019-06-24 16:46:00-05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.02,,,,0.119,0.003,,,,,0.002,,,0.004,0.016,,,,,,,0.006,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,120.295,120.402
